9, 1.0, 6.4
100, 1.0, 6.1
1024, 1.0, 6.2
10000, 1.0, 7.8
9, 6.0, 7.5
100, 6.0, 7.1
1024, 6.0, 8.2
10000, 6.0, 16.8
9, 60.0, 21.7
100, 60.0, 22.6
1024, 60.0, 32.4
10000, 60.0, 115.1
9, 600.0, 145.0
100, 600.0, 152.5
1024, 600.0, 240.2
10000, 600.0, 1094.4
9, 1200.0, 276.0
100, 1200.0, 297.1
1024, 1200.0, 473.5
10000, 1200.0, 2184.7
